,p_value,sidak_cor_pval,holm-sidak_cor_pval,holm_cor_pval,simes-hochberg_cor_pval,hommel_cor_pval,fdr_bh_cor_pval,fdr_by_cor_pval,fdr_tsbh_cor_pval,fdr_tsbky_cor_pval,log2FC
Kcnc1,0.005411775972096604,1.0,1.0,1.0,0.5,0.5,0.012575463800620105,0.13290331422209722,0.005540138604844041,0.005879435377077498,-0.0205239977101
Cyp2a4,0.33916957180102936,1.0,1.0,1.0,0.5,0.5,0.37790617421683587,1.0,0.16648710679636092,0.17668333869299632,-0.00853915621359
Rho,0.005183359361970018,1.0,1.0,1.0,0.5,0.5,0.012118205171105106,0.12807079366598056,0.0053386926601108374,0.0056656522033140064,0.0148829036508
Prph2,0.01882357289615322,1.0,1.0,1.0,0.5,0.5,0.03590240906575292,0.37943325423597846,0.01581685778160105,0.016785535494371732,0.019804485467
Sbp,1.1971162727795544e-06,0.02579921551067399,0.022547008334314222,0.022805064996450512,0.02280267076390495,0.018284753950434912,9.374506209552481e-06,9.907411481584629e-05,4.129952149385606e-06,4.382884347244329e-06,-0.0605072111023
Nme1,2.9137367639189773e-07,0.006341660031716212,0.005688564535094809,0.005704805210076966,0.005704805210076966,0.004846126985750043,2.814794108584325e-06,2.974804522639107e-05,1.2400615796680693e-06,1.3160071329046282e-06,-0.03758110096
Trim30,6.472849330330961e-05,0.7566677935541258,0.6639787750048765,1.0,0.5,0.4778389773397471,0.0002832506690295239,0.0029935239977227548,0.0001247864882932578,0.00013242883367776327,-0.0715275445578
B4galt1,0.48604866519001755,1.0,1.0,1.0,0.5,0.5,0.49092808121503073,1.0,0.2162790699462939,0.22952472958922576,-0.000366796019251
Cyp11b2,4.4909836123705017e-10,9.805564517240128e-06,9.451678453120671e-06,9.451724110594958e-06,9.451724110594958e-06,9.029122552670893e-06,1.2376197690304945e-08,1.3079737786118742e-07,5.452351634287958e-09,5.786272036383709e-09,-0.0505207077779
Zfp35,6.432634982546059e-07,0.013946848590957739,0.012340147443032023,0.012416915306808657,0.012416915306808657,0.010248474054192382,5.547004431631542e-06,5.8623306834388095e-05,2.443740754230274e-06,2.5934036795153407e-06,0.0437517652522
Gstm2,0.22377191076912567,1.0,1.0,1.0,0.5,0.5,0.2734458221140587,1.0,0.12046694892896999,0.12784475115519478,-0.00253622767535
Fgf2,1.0346075753406061e-05,0.20220003755070948,0.16986608693609673,0.18616728710678868,0.18612761290758315,0.12610831735826647,5.868735441670914e-05,0.0006202350886273371,2.585479811918683e-05,2.7438233151104174e-05,-0.0332811940187
Fgf5,4.052650552374752e-06,0.08468384743938795,0.07210095894816515,0.07483219244959981,0.07483219244959981,0.05578878750399084,2.6213667929379657e-05,0.0002770381594641674,1.1548468984734952e-05,1.2255736172478726e-05,0.036201302416
Spn,0.24838384943506636,1.0,1.0,1.0,0.5,0.5,0.29668767292361875,1.0,0.13070617962133776,0.13871106686688617,0.00112715533051
Hist1h1c,0.24839065356511125,1.0,1.0,1.0,0.5,0.5,0.29668767292361875,1.0,0.13070617962133776,0.13871106686688617,0.00791593377558
Rag1,0.0043535450228344074,1.0,1.0,1.0,0.5,0.5,0.010453547312428568,0.11047791995796974,0.004605325254110579,0.004887370904094627,0.0243132552155
Atp6v0a2,0.017273571872784367,1.0,1.0,1.0,0.5,0.5,0.03339394087749016,0.35292260292907546,0.014711748525262337,0.01561274562020277,-0.00786860047036
Klk1b5,0.06009217107257979,1.0,1.0,1.0,0.5,0.5,0.09447750849189236,0.9984819802351675,0.04162220180376993,0.044171285812773034,0.014455225506
Klk1b11,0.0014268123779922267,0.9999999999999711,0.9999999982491095,1.0,0.5,0.5,0.004035340176683233,0.042647340249060174,0.001777774899675553,0.0018866518300632094,0.0517893349338
Klk1b22,0.13151186873019444,1.0,1.0,1.0,0.5,0.5,0.17932280286724187,1.0,0.07900091787029402,0.08383920051062983,-0.0144873463125
Klk1b9,0.3336973835230804,1.0,1.0,1.0,0.5,0.5,0.3731261838375098,1.0,0.1643812751824222,0.1744485388491199,0.00254876646176
Phxr2,0.37078171088404543,1.0,1.0,1.0,0.5,0.5,0.40361277679485136,1.0,0.1778121874136519,0.18870200544103335,-0.00451332157334
Phxr1,4.120105242369479e-08,0.0008991792937133036,0.0008312563747943091,0.0008316020421198556,0.0008315608410674319,0.0007432669857234541,5.428342705328271e-07,5.736923486161183e-06,2.3914641606005606e-07,2.5379254909893523e-07,0.0389827154809
Phxr4,0.011801973152165149,1.0,1.0,1.0,0.5,0.5,0.02434428736933149,0.25728168161875303,0.01072491069916642,0.011381740400058295,0.0311416032229
Usp53,0.3175023233234236,1.0,1.0,1.0,0.5,0.5,0.35941478869744403,1.0,0.15834070039757783,0.16803801889266184,0.00372083181167
Chgb,0.22079679531776775,1.0,1.0,1.0,0.5,0.5,0.27052195665756357,1.0,0.11917883581062123,0.12647774964532724,0.00498780605603
Car3,0.21055772443319654,1.0,1.0,1.0,0.5,0.5,0.260727813271194,1.0,0.1148640119014205,0.12189867136821816,-0.00461963690168
Ghrh,2.0453629318870367e-11,4.46584649482773e-07,4.3836229035587593e-07,4.383621835620297e-07,4.383621835620297e-07,4.2686724388482455e-07,1.1032989723323742e-09,1.1660173519292063e-08,4.860599438886648e-10,5.158278940856512e-10,-0.0696322197854
Lgals1,3.873365806862102e-06,0.08109380322967419,0.06907693704185136,0.07157850569227477,0.07157592674500479,0.05356090237728915,2.5199960973488424e-05,0.0002663248357868892,1.110187893212353e-05,1.1781795438924026e-05,-0.135316809465
Prkce,0.008118483199276643,1.0,1.0,1.0,0.5,0.5,0.017770887505373697,0.1878109534231063,0.007828989965841788,0.008308463714555521,-0.0119949003315
Met,0.08784626482853009,1.0,1.0,1.0,0.5,0.5,0.1295135029585069,1.0,0.0570573593916771,0.06055174450630824,-0.00709216569564
Fgfr1,0.30339447429314526,1.0,1.0,1.0,0.5,0.5,0.3468772556797682,1.0,0.15281727225353534,0.16217631738136126,-0.00636475830971
Lgals3,0.39942174815309567,1.0,1.0,1.0,0.5,0.5,0.42645816927778113,1.0,0.18787675782188223,0.19938296408374634,-0.00430720387909
Ldhb,0.04756598537990731,1.0,1.0,1.0,0.5,0.5,0.07774133433377829,0.8216063557431392,0.0342490562863705,0.03634658399801421,-0.0128146409328
Srp14,1.0818369116233278e-05,0.21038480646831093,0.1766239312726724,0.1943411828040146,0.1943411828040146,0.13093472141377135,6.0939017810400805e-05,0.0006440317081619138,2.6846771655136274e-05,2.849095849181792e-05,-0.0308656549249
Blk,0.17634036580904178,1.0,1.0,1.0,0.5,0.5,0.22626286958666558,1.0,0.09968043155418779,0.10578519735401855,0.00692101051287
Slc4a3,1.0989805653458208e-07,0.002396637765217924,0.00218173065412941,0.0021841139755682843,0.00218400407751175,0.0019136548584366777,1.2213637395734256e-06,1.2907936552765428e-05,5.380735463477504e-07,5.710269849747863e-07,-0.0464643613419
F9,0.015832354943104535,1.0,1.0,1.0,0.5,0.5,0.031112215486760037,0.3288082743141906,0.013706531133422406,0.014545965325199008,-0.00845973911547
Il2rb,6.997193851902363e-11,1.5277656720824595e-06,1.4903307529179344e-06,1.4903323185166842e-06,1.4902623465781651e-06,1.442191624815596e-06,2.8217632930321728e-09,2.982169878901342e-08,1.2431318638672011e-09,1.3192654516626234e-09,-0.0761069145666
Lcat,0.43254339684878335,1.0,1.0,1.0,0.5,0.5,0.45149022064975264,1.0,0.19890466393835168,0.21108625636231293,-5.37268564749e-06
Gabra6,0.17633275458580966,1.0,1.0,1.0,0.5,0.5,0.22626286958666558,1.0,0.09968043155418779,0.10578519735401855,-0.0118817403825
Cnp,0.000704146448636787,0.9999997907526921,0.9999718028017449,1.0,0.5,0.5,0.002204675720725409,0.023300032087480483,0.0009712730492652612,0.0010307570864127988,0.0265934604249
Pah,0.03929425330133733,1.0,1.0,1.0,0.5,0.5,0.06636272271260074,0.701351928576326,0.02923619262492015,0.03102671566009433,-0.00380505341551
Mut,1.0614210092386045e-08,0.00023172381170966094,0.00021737662201204433,0.00021740025111225097,0.00021740025111225097,0.00019978066235889014,1.711872407584273e-07,1.8091858884925728e-06,7.54167843205694e-08,8.003556253485855e-08,-0.0182900868357
Zfp58,0.42470195385106463,1.0,1.0,1.0,0.5,0.5,0.44568795269342804,1.0,0.19634846647238638,0.20837350874277655,0.00565110331252
Zfp59,0.0018765024129885402,1.0,0.9999999999943159,1.0,0.5,0.5,0.005086661125116132,0.053758185985895816,0.002240935850622519,0.002378178319652743,-0.00971230935786
Zfp60,0.037633558831673804,1.0,1.0,1.0,0.5,0.5,0.06396631325727145,0.6760255657561548,0.0281804510040164,0.029906316861846326,0.0184075152164
D1Pas1,7.109614748896069e-12,1.5523200314060404e-07,1.5299246503008845e-07,1.5299179978149452e-07,1.529846901667456e-07,1.4955785585777772e-07,4.808756357264607e-10,5.082115994286678e-09,2.118504506756813e-10,2.2482488673899806e-10,-0.0781660343182
Il4ra,0.43647866197397917,1.0,1.0,1.0,0.5,0.5,0.4546395077081836,1.0,0.20029208686658506,0.21255864974974395,-0.000251346808931
Kcna1,0.02879601188863683,1.0,1.0,1.0,0.5,0.5,0.05119696187200186,0.5410731579185073,0.022554894945808642,0.023936232778491443,0.0141375579589
Kcna3,0.43844993780703856,1.0,1.0,1.0,0.5,0.5,0.45627628812314563,1.0,0.20101317282479336,0.2133238974438895,-0.00101497467198
Enpep,0.020492323267309622,1.0,1.0,1.0,0.5,0.5,0.038510825154441174,0.40700020115365915,0.01696599922875193,0.018005054239216403,0.0135332862378
Ass1,0.28957176692810105,1.0,1.0,1.0,0.5,0.5,0.33445355264008453,1.0,0.14734399206947757,0.15636783506023846,-0.00210288866861
Spna2,0.0144949843931146,1.0,1.0,1.0,0.5,0.5,0.028900360316770464,0.30543236648831784,0.01273209516749176,0.013511851614437327,-0.00923651133233
Crisp2,0.00016342770613998674,0.971803915144375,0.9283862202950279,1.0,0.5,0.5,0.0006246417333271313,0.006601502566968351,0.0002751868110686854,0.0002920401794438348,-0.0370608701302
Hspa1l,0.002304131630255403,1.0,0.9999999999999728,1.0,0.5,0.5,0.0060553176144486085,0.06399539550883045,0.002667678855609653,0.0028310565054526357,-0.0212759951985
Pmp22,0.48206507082707334,1.0,1.0,1.0,0.5,0.5,0.4882371360722513,1.0,0.2150935702060541,0.22826662584680535,-0.0017304709744
Ctsa,4.203434541282989e-05,0.6006021285489087,0.5131196040672912,0.7197216542571105,0.5,0.37540873888198373,0.00019446363638238272,0.0020551815965328484,8.567123378044056e-05,9.091802906270042e-05,-0.0176600941686
Il7r,0.003382047740414707,1.0,1.0,1.0,0.5,0.5,0.008430073151350723,0.08909290970993719,0.0037138808117084645,0.003941331397650605,0.0300138097364
Fes,9.499826965249796e-10,2.074170603638681e-05,1.9865839818167252e-05,1.9866038149730373e-05,1.9866038149730373e-05,1.888090609343397e-05,2.2458480443052054e-08,2.3735160234222053e-07,9.894115754406784e-09,1.0500064771032319e-08,-0.037727734421
Ghr,0.0986580450008353,1.0,1.0,1.0,0.5,0.5,0.14215096323170776,1.0,0.06262481063139126,0.06646016523612695,0.0020823268971
Atf2,0.03762618080548273,1.0,1.0,1.0,0.5,0.5,0.06396631325727145,0.6760255657561548,0.0281804510040164,0.029906316861846326,0.00526642069638
Zfx,2.5932706290335034e-06,0.05504837599840151,0.047272922212772905,0.04842673572657164,0.048424142455942606,0.03727567202172758,1.7899695900870958e-05,0.00018917226008603613,7.88573668913061e-06,8.368685798556419e-06,0.0217425949295
Lamp2,0.03484640898005012,1.0,1.0,1.0,0.5,0.5,0.05999138743778066,0.6340167123593312,0.02642929173600862,0.028047910694495228,0.0032524294355
Hmga1,0.17121286177884282,1.0,1.0,1.0,0.5,0.5,0.22103283036333987,1.0,0.09737633027686023,0.10333998514390445,-0.00601994397884
Tgfb3,0.20342026970061572,1.0,1.0,1.0,0.5,0.5,0.2536014232435181,1.0,0.1117244705587341,0.1185668539256278,0.014486213979
Zfp37,6.430652688280549e-07,0.013942580801473037,0.012337019122744652,0.012413747908508507,0.012413731949456771,0.010245958928237398,5.547004431631542e-06,5.8623306834388095e-05,2.443740754230274e-06,2.5934036795153407e-06,0.0478270911864
Hspa2,4.116458072979257e-05,0.5929445879509415,0.5062569791621352,0.7057255720315638,0.5,0.37035773282594375,0.00019104699756985734,0.0020190729782835494,8.41660286536804e-05,8.93206400976853e-05,0.0292841561083
Eno1,0.12318076196686073,1.0,1.0,1.0,0.5,0.5,0.16994368487201042,1.0,0.07486893399211635,0.07945416000467022,-0.00387883881072
Eno2,0.28276820608564857,1.0,1.0,1.0,0.5,0.5,0.3282682018401421,1.0,0.14461902690759032,0.1534759838419142,0.00312272906084
Pou4f1,3.609731921619704e-06,0.07578913918211228,0.06465501296072551,0.06683972702893667,0.06682696706494558,0.05025829754471114,2.371319322648247e-05,0.0002506119870054496,1.0446881269833053e-05,1.1086683510820541e-05,-0.0414454149814
Ptbp1,0.026267216359308176,1.0,1.0,1.0,0.5,0.5,0.04735260121258172,0.5004441774846573,0.02086125634624089,0.022138870039303628,-0.00662341529714
Fam167b,0.08163657152179715,1.0,1.0,1.0,0.5,0.5,0.12182438975103273,1.0,0.053669909545442145,0.056956835807342544,0.010077220439
Tlm,0.47012540624993876,1.0,1.0,1.0,0.5,0.5,0.4800201577585772,1.0,0.2114735686305649,0.22442492316640708,-0.00198625010741
Ap2a1,0.3016402814044312,1.0,1.0,1.0,0.5,0.5,0.3453911572216509,1.0,0.1521625694474242,0.16148151836742397,-0.00137893164187
Ap2a2,0.0063252585112245005,1.0,1.0,1.0,0.5,0.5,0.014358434481720504,0.1517465725254123,0.006325628894369769,0.006713031740993454,0.00817690049006
Sfpi1,0.0033815242129686908,1.0,1.0,1.0,0.5,0.5,0.008430073151350723,0.08909290970993719,0.0037138808117084645,0.003941331397650605,-0.0259793308226
Gba,0.00917343083198181,1.0,1.0,1.0,0.5,0.5,0.019712779786769,0.2083337686569285,0.008684493394198545,0.009216361058043264,-0.0120538922093
Cxcl10,1.946630036101113e-06,0.04161218114330334,0.03595763658034401,0.03662000423913414,0.036616110979061936,0.02862908794093907,1.4049793455384819e-05,0.00014848471149545177,6.189656647767087e-06,6.568732095443518e-06,-0.0690768624995
Tph1,0.2178343388105295,1.0,1.0,1.0,0.5,0.5,0.2678801597765544,1.0,0.11801498840756053,0.1252426243022371,0.00597761265307
Defcr-rs1,0.07649441913548669,1.0,1.0,1.0,0.5,0.5,0.11547944046215974,1.0,0.050874633040465085,0.053990367142153196,0.0105866206188
Wnt3,3.817590442315261e-09,8.334979660573616e-05,7.899809673961311e-05,7.900121661327202e-05,7.900121661327202e-05,7.374821216464622e-05,7.273377261758404e-08,7.686841288729787e-07,3.2042967793741e-08,3.400538720608041e-08,-0.057827417555
Selenbp1,0.43254888868514824,1.0,1.0,1.0,0.5,0.5,0.45149022064975264,1.0,0.19890466393835168,0.21108625636231293,0.00167565329375
Myd116,6.862581605031943e-12,1.4983846841065684e-07,1.4771791867485007e-07,1.4771706904831257e-07,1.4771706904831257e-07,1.4440244213308215e-07,4.808756357264607e-10,5.082115994286678e-09,2.118504506756813e-10,2.2482488673899806e-10,0.050504145725
Gata1,0.0022332290139888476,1.0,0.999999999999935,1.0,0.5,0.5,0.005899186449647917,0.06234532919045376,0.0025988950471358117,0.002758060144575016,-0.0276760870327
